19595,2,2,2,2,0,0
19596,2,2,2,2,0,0
19597,4,4,4,4,4,4
19598,4,4,4,4,4,4
19599,4,4,4,4,4,4
19936,2,2,2,2,0,0
25532,0,-1,4,-1,3,10
25533,0,-1,4,-1,3,10
25539,-1,2,-1,6,3,14
25540,-1,2,-1,6,3,14
39276,4,4,4,4,4,4
39287,2,2,2,2,0,0
40023,6,6,6,6,6,4
40024,6,6,6,6,6,4
40025,0,0,0,0,4,4
40026,0,0,0,0,4,4
40029,6,6,6,6,6,4
40030,6,6,6,6,6,4
40031,6,6,6,6,6,4
40032,0,0,0,0,4,4
40033,0,0,0,0,4,4
40034,0,0,0,0,4,4
40590,0,0,0,0,4,4
40591,6,6,6,6,6,4
40592,2,2,2,2,0,0
40593,4,4,4,4,4,4
40607,0,0,0,0,4,4
40608,6,6,6,6,6,4
40609,4,4,4,4,4,4
40610,2,2,2,2,0,0
41052,6,6,6,6,6,4
41053,4,4,4,4,4,4
41054,0,0,0,0,4,4
41055,2,2,2,2,0,0
41489,0,2,4,6,-4,-4
42218,4,4,4,4,4,4
42219,2,2,2,2,0,0
42374,4,4,4,4,4,4
42375,2,2,2,2,0,0

29121,2,2,2,2,6,6
29122,4,4,4,4,0,0
30510,0,2,4,6,-4,-4
50481,4,4,4,4,0,0
50478,2,2,2,2,6,6
50479,6,6,6,6,-8,8
50480,0,0,0,0,0,4
30525,-1,2,-1,6,3,10
30526,-1,2,-1,6,3,10
30527,-1,2,-1,6,3,10
42574,2,2,2,2,4,4
42575,4,4,4,4,4,4
51996,2,2,2,2,-3,0
51997,4,4,4,4,-3,0
52219,-1,2,-1,6,2,2
52220,0,-1,4,-1,2,2
52221,2,2,2,2,4,4
52222,4,4,4,4,4,4



